,Unnamed: 0,AB,Age,BB,from,G,H,HR,OPS,PA,R,SB,SO,to,WAR,experience,names,Zero,Year_difference
14935,14935,2934,34.03,430,2004,910,806,124,0.845,3401,400,13,810,2013,4.3,9,Brad Hawpe,0,9
14936,14936,0,27.315,0,2012,0,0,0,,0,0,0,0,2013,0.0,2,Deunte Heath,0,1
14937,14937,52,27.151,1,2012,48,2,1,0.17,65,1,0,32,2013,-0.4,2,Jeremy Hefner,0,1
14938,14938,10,24.331999999999997,0,2013,8,0,0,0.0,11,0,0,4,2013,-0.1,1,Johnny Hellweg,0,0
14940,14940,1,32.153,0,2005,12,0,0,0.0,1,0,0,1,2013,0.0,6,Sean Henn,0,8
14942,14942,208,30.002,22,2009,93,45,6,0.645,232,28,1,64,2013,-0.6,4,John Hester,0,4
14943,14943,3797,35.326,452,2002,1387,947,137,0.762,4310,549,61,949,2013,8.2,12,Eric Hinske,0,11
14944,14944,1,27.256999999999998,0,2011,70,1,0,2.0,1,0,0,0,2013,0.1,3,Jeremy Horst,0,2
14945,14945,11,30.275,0,2006,9,1,0,0.182,13,0,0,4,2013,-0.1,8,Philip Humber,0,7
14946,14946,5014,36.063,443,2001,1532,1166,152,0.685,5617,563,45,1306,2013,19.0,13,Brandon Inge,0,12
14947,14947,4350,33.231,226,2001,1310,1103,17,0.614,4679,441,110,431,2013,6.3,13,Cesar Izturis,0,12
14948,14948,272,29.186999999999998,14,2005,149,34,3,0.344,318,14,0,146,2013,-0.1,9,Josh Johnson,0,8
14949,14949,736,31.054000000000002,72,2007,265,147,8,0.57,829,62,6,186,2013,-0.7,7,Rob Johnson,0,6
14950,14950,6,24.197,1,2013,2,1,0,0.619,7,1,0,1,2013,0.0,1,Corban Joseph,0,0
14951,14951,3606,32.348,475,2002,1125,914,121,0.764,4179,522,33,898,2013,12.8,12,Austin Kearns,0,11
14952,14952,2882,33.155,199,2004,818,814,45,0.7140000000000001,3156,324,12,214,2013,0.9,9,Jeff Keppinger,0,9
14953,14953,3071,30.105999999999998,267,2004,939,799,71,0.711,3412,322,14,339,2013,7.5,10,Casey Kotchman,0,9
14955,14955,127,26.018,8,2011,53,25,6,0.626,138,12,0,38,2013,-0.2,3,Brandon Laird,0,2
14956,14956,1250,33.221,192,2002,597,283,33,0.7040000000000001,1474,177,11,388,2013,3.1,11,Ryan Langerhans,0,11
14957,14957,1,27.144000000000002,0,2013,8,0,0,0.0,1,0,0,0,2013,0.0,1,Matt Langwell,0,0
14958,14958,1184,29.269000000000002,121,2007,404,267,22,0.64,1336,133,8,208,2013,-0.1,6,Andy LaRoche,0,6
14959,14959,15,28.247,0,2012,9,2,0,0.267,15,1,0,6,2013,-0.3,2,Steven Lerud,0,1
14960,14960,173,24.307,13,2011,61,36,6,0.636,188,15,3,73,2013,-0.1,3,Alex Liddi,0,2
14961,14961,708,29.32,49,2008,358,145,19,0.599,784,102,37,235,2013,-0.7,6,Brent Lillibridge,0,5
14963,14963,0,37.115,0,2013,6,0,0,,0,0,0,0,2013,0.0,1,Chang-Yong Lim,0,0
14964,14964,0,27.174,0,2013,0,0,0,,0,0,0,0,2013,0.0,1,Chia-Jen Lo,0,0
14965,14965,6,32.018,1,2004,209,1,0,0.452,8,1,0,3,2013,0.2,9,Kameron Loe,0,9
14967,14967,31,27.116999999999997,6,2012,22,7,0,0.642,37,3,0,11,2013,0.1,2,Zach Lutz,0,1
14968,14968,1,33.328,1,2001,401,1,0,3.0,2,1,0,0,2013,0.4,12,Brandon Lyon,0,12
14969,14969,33,26.085,0,2012,11,8,1,0.606,33,2,0,4,2013,0.0,2,Joe Mahoney,0,1
14970,14970,166,31.345,11,2004,105,16,1,0.282,209,10,0,84,2013,-0.3,8,John Maine,0,9
14971,14971,0,23.191,0,2013,0,0,0,,0,0,0,0,2013,0.0,1,Brett Marshall,0,0
14972,14972,768,26.302,98,2008,261,168,5,0.609,882,93,16,190,2013,1.6,6,Lou Marson,0,5
14973,14973,0,32.208,0,2009,52,0,0,,0,0,0,0,2013,0.0,4,Victor Marte,0,4
14974,14974,15,31.031,0,2009,131,2,0,0.33299999999999996,17,0,0,5,2013,0.1,5,Cristhian Martinez,0,4
14975,14975,282,24.206999999999997,14,2009,99,58,9,0.63,310,28,2,72,2013,-1.4,5,Fernando Martinez,0,4
14976,14976,11,30.129,0,2009,20,2,0,0.455,12,2,0,2,2013,0.1,4,Joe Martinez,0,4
14977,14977,31,26.180999999999997,1,2008,18,5,0,0.381,35,4,0,8,2013,0.2,3,Shairon Martis,0,5
14978,14978,15,31.266,0,2010,16,1,0,0.133,18,0,0,9,2013,-0.1,3,Yunesky Maya,0,3
14979,14979,46,29.017,1,2008,252,6,0,0.301,53,3,0,18,2013,0.1,6,Kyle McClellan,0,5
14980,14980,764,34.316,68,2004,331,191,20,0.711,854,102,14,185,2013,1.3,7,Darnell McDonald,0,9
14981,14981,145,28.194000000000003,13,2008,134,16,0,0.308,171,15,0,75,2013,0.0,6,James McDonald,0,5
14982,14982,34,25.066999999999997,0,2013,10,6,0,0.382,34,0,0,13,2013,-0.5,1,Chris McGuiness,0,0
14983,14983,8,29.31,0,2007,6,2,0,0.5,9,0,0,5,2013,0.1,7,Luis Mendoza,0,6
14984,14984,15,26.180999999999997,1,2012,8,6,0,0.971,16,2,0,2,2013,0.1,2,Melky Mesa,0,1
14985,14985,1,28.334,0,2008,93,0,0,0.0,1,0,0,1,2013,0.2,6,Jose Mijares,0,5
14986,14986,539,37.195,49,2001,216,104,11,0.583,616,43,1,123,2013,0.1,11,Corky Miller,0,12
14987,14987,13,31.201,0,2006,27,3,0,0.5379999999999999,13,1,0,7,2013,0.2,5,Zach Miner,0,7
14988,14988,49,29.326999999999998,6,2008,23,8,2,0.597,56,4,0,17,2013,-0.3,2,Luke Montz,0,5
14989,14989,16,28.061,1,2009,19,0,0,0.055999999999999994,18,1,0,11,2013,-0.2,5,Clayton Mortensen,0,4
14990,14990,15,29.319000000000003,0,2009,33,2,0,0.33299999999999996,18,0,0,8,2013,0.0,5,Guillermo Moscoso,0,4
14991,14991,471,32.245,25,2002,329,63,0,0.33399999999999996,557,22,0,161,2013,-0.5,12,Brett Myers,0,11
14992,14992,180,25.209,14,2010,79,37,2,0.524,199,19,0,52,2013,-1.0,4,Yamaico Navarro,0,3
14993,14993,38,25.355,1,2012,15,7,0,0.45399999999999996,41,3,0,10,2013,-0.6,2,Thomas Neal,0,1
14994,14994,172,30.209,12,2010,74,31,2,0.479,191,12,0,43,2013,-0.8,4,Mike Nickeas,0,3
14995,14995,1915,32.277,122,2003,758,460,69,0.703,2063,235,9,534,2013,3.6,11,Laynce Nix,0,10
14996,14996,1,37.17,0,2007,18,0,0,0.0,1,0,0,0,2013,0.1,6,Hideki Okajima,0,6
14998,14998,0,29.063000000000002,0,2012,2,0,0,,0,0,0,0,2013,0.0,2,Brian Omogrosso,0,1
14999,14999,689,34.11,28,2005,443,177,3,0.617,738,94,19,143,2013,0.6,8,Pete Orr,0,8
15000,15000,0,23.038,0,2013,4,0,0,,0,0,0,0,2013,0.0,1,Joe Ortiz,0,0
15002,15002,657,36.031,27,2001,335,101,1,0.36200000000000004,796,30,0,181,2013,0.3,13,Roy Oswalt,0,12
15003,15003,8,24.308000000000003,0,2011,4,1,0,0.375,9,0,0,5,2013,0.0,3,Jarrod Parker,0,2
15004,15004,45,25.12,1,2012,35,9,1,0.506,46,10,5,9,2013,0.7,2,Francisco Peguero,0,1
15005,15005,1,34.34,0,2006,43,0,0,0.0,1,0,0,1,2013,0.0,5,Juan Perez,0,7
15006,15006,0,28.252,0,2011,6,0,0,,0,0,0,0,2013,0.0,3,Luis Perez,0,2
15007,15007,26,29.313000000000002,2,2013,23,2,0,0.22,28,0,0,11,2013,-0.3,1,Brock Peterson,0,0
15009,15009,993,28.233,70,2007,425,244,17,0.664,1082,132,21,227,2013,-1.8,6,Felix Pie,0,6
15010,15010,7525,36.046,464,2000,1994,2217,18,0.7040000000000001,8280,1075,614,479,2013,16.9,14,Juan Pierre,0,13
15011,15011,240,29.019000000000002,13,2011,111,56,9,0.6829999999999999,259,28,1,44,2013,0.7,3,Brett Pill,0,2
15013,15013,8,25.145,1,2013,8,1,0,0.47200000000000003,9,3,0,1,2013,-0.1,1,Josh Prince,0,0
15014,15014,1,31.151,0,2008,7,0,0,0.0,1,0,0,1,2013,0.0,5,David Purcey,0,5
15015,15015,13,25.09,0,2012,14,2,0,0.308,14,0,0,2,2013,0.0,2,Brooks Raley,0,1
15016,15016,118,27.308000000000003,8,2009,70,32,1,0.716,130,16,0,37,2013,-0.1,3,Wilkin Ramirez,0,4
15017,15017,752,37.195,88,2001,383,160,30,0.703,859,111,6,274,2013,1.1,11,Cody Ransom,0,12
15018,15018,0,32.196999999999996,0,2007,12,0,0,,0,0,0,0,2013,0.1,7,Clay Rapada,0,6
15019,15019,21,34.232,0,2002,400,2,1,0.33299999999999996,24,2,0,15,2013,0.2,11,Jon Rauch,0,11
15020,15020,1,28.070999999999998,0,2013,6,0,0,0.0,1,0,0,0,2013,0.0,1,Ryan Reid,0,0
15021,15021,4,30.191,1,2005,206,0,0,0.2,6,0,0,3,2013,0.1,8,Chris Resop,0,8
15022,15022,30,28.088,1,2008,31,5,0,0.46,38,2,0,13,2013,0.2,3,Greg Reynolds,0,5
15024,15024,0,25.103,0,2012,0,0,0,,0,0,0,0,2013,0.0,2,Tyler Robertson,0,1
15025,15025,12,29.139,0,2013,8,2,1,0.583,12,1,0,3,2013,0.0,1,Chris Robinson,0,0
15026,15026,192,26.000999999999998,18,2013,102,49,0,0.645,216,21,4,44,2013,0.7,1,Derrick Robinson,0,0
15027,15027,0,24.205,0,2013,3,0,0,,0,0,0,0,2013,0.0,1,Mauricio Robles,0,0
15028,15028,23,23.232,3,2012,21,4,0,0.48700000000000004,26,0,0,6,2013,-0.2,2,Henry Rodriguez,0,1
15029,15029,13,31.053,0,2008,102,1,0,0.22,14,1,0,6,2013,0.0,6,Josh Roenicke,0,5
15030,15030,21,28.323,0,2009,8,2,0,0.19,21,1,0,11,2013,-0.1,5,Ricky Romero,0,4
15031,15031,1,28.026,0,2010,49,0,0,0.0,1,0,0,1,2013,0.0,4,Sandy Rosario,0,3
15032,15032,0,25.02,0,2011,2,0,0,,0,0,0,0,2013,0.0,2,Chance Ruffin,0,2
15033,15033,41,24.26,1,2010,26,2,0,0.142,48,1,0,21,2013,-0.4,3,Alex Sanabia,0,3
15034,15034,570,29.201,38,2006,185,145,1,0.61,630,67,3,93,2013,-1.3,4,Angel Sanchez,0,7
15035,15035,2,24.178,0,2011,44,0,0,0.0,2,0,0,1,2013,0.0,3,Eduardo Sanchez,0,2
15036,15036,200,30.160999999999998,8,2006,176,23,0,0.312,232,10,0,103,2013,-0.3,8,Jonathan Sanchez,0,7
15037,15037,322,31.345,15,2008,122,80,7,0.644,349,29,0,51,2013,-0.4,5,Omir Santos,0,5
15038,15038,251,26.201999999999998,17,2011,95,63,2,0.644,274,28,4,40,2013,0.2,3,Dave Sappelt,0,2
15039,15039,2810,35.094,334,2005,889,725,135,0.821,3193,370,17,662,2013,12.1,9,Luke Scott,0,8
15040,15040,1616,33.135999999999996,155,2005,572,361,70,0.725,1855,208,1,624,2013,8.1,9,Kelly Shoppach,0,8
15041,15041,3,23.070999999999998,1,2013,4,0,0,0.25,4,0,0,1,2013,-0.1,1,Kyle Skipworth,0,0
15042,15042,9,23.168000000000003,1,2013,8,1,0,0.311,10,0,0,2,2013,0.0,1,Burch Smith,0,0
15043,15043,2087,32.228,309,2004,715,467,77,0.71,2459,227,0,560,2013,4.5,10,Chris Snyder,0,9
15044,15044,0,27.225,0,2010,4,0,0,,0,0,0,0,2013,0.0,2,Daniel Stange,0,3
15045,15045,0,27.149,0,2012,26,0,0,,0,0,0,0,2013,0.0,2,Mickey Storey,0,1
15046,15046,1,27.024,0,2011,75,0,0,0.0,1,0,0,0,2013,0.0,3,Michael Stutes,0,2
15047,15047,7,27.122,0,2013,3,1,0,0.429,7,1,0,1,2013,-0.1,1,Steve Susdorf,0,0
15048,15048,16,38.009,0,2010,71,1,0,0.125,20,0,0,3,2013,-0.1,4,Hisanori Takahashi,0,3
15049,15049,30,32.069,4,2013,15,8,0,0.62,34,4,2,3,2013,0.3,1,Kensuke Tanaka,0,0
15051,15051,80,26.079,7,2011,50,15,1,0.5329999999999999,91,5,4,34,2013,-1.1,3,Blake Tekotte,0,2
15052,15052,709,29.319000000000003,77,2008,249,165,13,0.664,794,95,6,211,2013,1.3,4,Clete Thomas,0,5
15053,15053,2875,35.068000000000005,222,2001,907,737,56,0.6940000000000001,3183,306,19,544,2013,5.1,13,Yorvit Torrealba,0,12
15054,15054,1910,35.207,205,2002,650,462,32,0.6990000000000001,2157,277,77,476,2013,7.7,9,Andres Torres,0,11
15055,15055,2706,33.129,233,2004,938,741,86,0.772,2988,317,11,473,2013,5.4,9,Chad Tracy,0,9
15056,15056,8,30.225,1,2008,168,0,0,0.111,10,0,0,7,2013,0.0,5,Ramon Troncoso,0,5
15057,15057,73,33.309,1,2008,33,17,0,0.49700000000000005,76,2,0,11,2013,-0.3,5,Gil Velazquez,0,5
15058,15058,0,26.101999999999997,0,2011,5,0,0,,0,0,0,0,2013,0.0,3,Brayan Villarreal,0,2
15059,15059,10,28.113000000000003,1,2009,19,0,0,0.091,14,0,0,6,2013,-0.1,5,P.J. Walters,0,4
15060,15060,3,28.326,0,2012,3,0,0,0.0,3,0,0,0,2013,0.0,2,Thad Weber,0,1
15061,15061,0,27.135,0,2013,0,0,0,,0,0,0,0,2013,0.0,1,Duke Welker,0,0
15062,15062,688,28.309,57,2010,276,158,25,0.6940000000000001,758,92,6,201,2013,3.6,4,Casper Wells,0,3
15064,15064,169,36.0,13,2000,107,22,1,0.382,205,10,2,79,2013,0.5,13,Jake Westbrook,0,13
15065,15065,4479,35.266999999999996,371,2002,1362,1170,169,0.758,4949,558,42,891,2013,2.5,12,Ty Wigginton,0,11
15066,15066,1109,35.094,46,2000,575,253,31,0.645,1184,149,55,245,2013,0.8,11,Dewayne Wise,0,13
15067,15067,1,30.33,0,2007,15,0,0,0.0,1,0,0,1,2013,0.0,3,Ross Wolf,0,6
15068,15068,3749,34.09,539,2004,1061,1053,150,0.861,4436,653,26,828,2013,32.7,10,Kevin Youkilis,0,9
15069,15069,7918,36.345,575,2000,1970,2375,185,0.787,8612,1137,90,1235,2013,24.2,14,Michael Young,0,13
15070,15070,0,30.230999999999998,0,2007,82,0,0,,0,0,0,0,2013,0.0,5,Mike Zagurski,0,6
